Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,Growth Habit
ELTR9,,Elymus transhyrcanus (Nevski) Tzvelev,,Graminoid
ELTR9,AGLE6,Agropyron leptourum (Nevski) Grossh.,,Graminoid
ELTS,,Elymus tsukushiensis Honda,,Graminoid
ELTST,AGTS2,Agropyron tsukushiense (Honda) Ohwi,,Graminoid
ELTST,,Elymus tsukushiensis Honda var. tsukushiensis,,Graminoid
ELVI,ELCAV2,Elymus canadensis L. var. villosus (Muhl. ex Willd.) Shinners,,Graminoid
ELVI,TEVI4,Terrellia villosa (Muhl. ex Willd.) Baum,,Graminoid
ELVI,,Elymus villosus Muhl. ex Willd.,hairy wildrye,Graminoid
ELVI,ELAR13,Elymus arkansanus Scribn. & C.R. Ball,,Graminoid
ELVI,ELVIA5,Elymus villosus Muhl. ex Willd. var. arkansanus (Scribn. & C.R. Ball) J.J.N. Campbell,,Graminoid
ELVI3,,Elymus virginicus L.,Virginia wildrye,Graminoid
ELVIH,ELHA5,Elymus halophilus E.P. Bicknell,,Graminoid
ELVIH,,Elymus virginicus L. var. halophilus (E.P. Bicknell) Wiegand,Virginia wildrye,Graminoid
ELVIV,ELST5,Elymus striatus Willd.,,Graminoid
ELVIV,,Elymus virginicus L. var. virginicus,Virginia wildrye,Graminoid
ELVIV,ELVIH2,Elymus virginicus L. var. hirsutiglumis (Scribn.) Hitchc.,,Graminoid
ELVIV,ELHI5,Elymus hirsutiglumis Scribn.,,Graminoid
ELVIV,ELVII2,Elymus virginicus L. var. intermedius (Vasey) Bush,,Graminoid
ELVIV,ELJE,Elymus jejunus (Ramaley) Rydb.,,Graminoid
ELVIV,ELVIJ,Elymus virginicus L. var. jejunus (Ramaley) Bush,,Graminoid
ELVU,AGVU,Agropyron vulpinum (Rydb.) Hitchc.,,Graminoid
ELVU,,Elymus vulpinus Rydb.,Rydberg's wildrye,Graminoid
ELVU,AGPSV,Agropyron pseudorepens Scribn. & J.G. Sm. var. vulpinum (Rydb.) B. Boivin,,Graminoid
ELWA2,,Elymus wawawaiensis J. Carlson & Barkworth,Snake River wheatgrass,Graminoid
ELWI,ELCAW3,Elymus canadensis L. ssp. wiegandii (Fernald) Á. Löve,,Graminoid
ELWI,ELCAW,Elymus canadensis L. var. wiegandii (Fernald) Bowden,,Graminoid
ELWI,,Elymus wiegandii Fernald,Wiegand's wildrye,Graminoid
ELLI4,AGAC2,Agropyron ×acutum (DC.) Roem. & Schult.,,Graminoid
ELLI4,,Elytrigia ×littorea (Schumach.) Hyl.,,Graminoid
ELOB3,,Elytrigia ×obtusiuscula (Lange) Hyl.,,Graminoid
ELOB3,AGOB2,Agropyron ×obtusiusculum Lange,,Graminoid
ELAL6,AGAL12,Agropyron alatavicum Drobow,,Graminoid
ELAL6,,Elytrigia alatavica (Drobow) Nevski,,Graminoid
ELCA23,,Elytrigia caespitosa (K. Koch) Nevski,,Graminoid
ELCAC3,AGCA12,Agropyron caespitosum K. Koch,,Graminoid
ELCAC3,,Elytrigia caespitosa (K. Koch) Nevski ssp. caespitosa,,Graminoid
ELDI5,,Elytrigia disticha (Thunb.) Prokudin ex Á. Löve,,Graminoid
ELDI5,AGDI3,Agropyron distichum (Thunb.) P. Beauv.,,Graminoid
ENCE,,Enneapogon cenchroides (Licht.) Roem. & Schult. ex C.E. Hubbard,soft feather pappusgrass,Graminoid
ENCE,ENMO,Enneapogon mollis auct. non Lehm.,,Graminoid
ENDE,,Enneapogon desvauxii Desv. ex P. Beauv.,nineawn pappusgrass,Graminoid
ENDE,PAWR4,Pappophorum wrightii S. Watson,,Graminoid
ENGL2,,Enneapogon glaber N.T. Burb.,,Graminoid
ENGR3,,Enneapogon gracilis (R. Br.) P. Beauv.,slender bottle-washers,Graminoid
ENNI2,,Enneapogon nigricans (R. Br.) P. Beauv.,black-heads,Graminoid
ENNI2,ENFL3,Enneapogon flavescens (Lindl.) N.T. Burb.,,Graminoid
ENPE3,,Enneapogon persicus Boiss.,,Graminoid
ENAC4,,Enteropogon acicularis (Lindl.) Lazarides,umbrella grass,Graminoid
ENAC4,CHAC5,Chloris acicularis Lindl.,,Graminoid
ENCH,DICH7,Dinebra chloridea J. Presl,,Graminoid
ENCH,CHCH2,Chloris chloridea (J. Presl) Hitchc.,,Graminoid
ENCH,,Enteropogon chlorideus (J. Presl) W.D. Clayton,buryseed umbrellagrass,Graminoid
ENDO,CHIN6,Chloris incompleta Roth,,Graminoid
ENDO,,Enteropogon dolichostachyus (Lag.) Keng ex Lazarides,longstalk umbrellagrass,Graminoid
ENMA4,,Enteropogon macrostachyus (Hochst. ex A. Rich.) Munro ex Benth.,,Graminoid
ENMA4,CHMA19,Chloris macrostachya Hochst. ex A. Rich.,,Graminoid
ENMA4,ENMA6,"Enteropogon macrostachya (Hochst.) Munro ex Benth., orth. var.",,Graminoid
ENMA4,ENSI3,Enteropogon simplex (Schumach.) A. Chev.,,Graminoid
ENMO3,,Enteropogon monostachyos (Vahl) K. Schum.,,Graminoid
ENMO3,LEMO16,Leptochloa monostachyos (Vahl) Roem. & Schult.,,Graminoid
ENPR,,Enteropogon prieurii (Kunth) W.D. Clayton,Prieur's umbrellagrass,Graminoid
ENPR,CHPR3,Chloris prieurii Kunth,,Graminoid
ENIM,,Entolasia imbricata Stapf,,Graminoid
ENMA5,,Entolasia marginata (R. Br.) Hughes,Australian panicgrass,Graminoid
ERAI3,,Eragrostis airoides Nees,darnel lovegrass,Graminoid
ERAL24,,Eragrostis alba J. Presl & C. Presl [excluded],,Graminoid
ERAM7,,Eragrostis amabilis (L.) Wight & Arn. ex Nees,Japanese lovegrass,Graminoid
ERAM7,ERTE2,Eragrostis tenella (L.) P. Beauv. ex Roem. & Schult.,,Graminoid
ERAM7,POTE11,Poa tenella L.,,Graminoid
ERAT,,Eragrostis atropioides Hillebr.,hardstem lovegrass,Graminoid
ERAT3,ERNU8,Eragrostis nutans auct. non (Retz.) Nees ex Steud.,,Graminoid
ERAT3,,Eragrostis atrovirens (Desv.) Trin. ex Steud.,thalia lovegrass,Graminoid
ERAT3,ERCH3,Eragrostis chariis auct. non (Schult.) Hitchc.,,Graminoid
ERBA,,Eragrostis bahiensis Schrad. ex Schult.,Bahia lovegrass,Graminoid
ERBA2,,Eragrostis barrelieri Daveau,Mediterranean lovegrass,Graminoid
ERBI8,,Eragrostis bicolor Nees,,Graminoid
ERBR15,,Eragrostis brownii (Kunth) Nees,Brown's lovegrass,Graminoid
ERCA35,,Eragrostis capensis (Thunb.) Trin.,,Graminoid
ERCA,,Eragrostis capillaris (L.) Nees,lace grass,Graminoid
ERCH15,ERSE9,Eragrostis setifolia Nees,,Graminoid
ERCH15,,Eragrostis chaetophylla Steud.,bristleleaf lovegrass,Graminoid
ERCI,ERME8,Eragrostis megastachya (Koeler) Link,,Graminoid
ERCI,,Eragrostis cilianensis (All.) Vign. ex Janchen,stinkgrass,Graminoid
ERCI,POCI3,Poa cilianensis All.,,Graminoid
ERCI,ERMA12,Eragrostis major Host,,Graminoid
ERCIS,,Eragrostis cilianensis (All.) Vign. ex Janchen ssp. starosselskyi (Grossh.) Tzvelev,,Graminoid
ERCIS,ERST11,Eragrostis starosselskyi Grossh.,,Graminoid
ERCI2,,Eragrostis ciliaris (L.) R. Br.,gophertail lovegrass,Graminoid
ERCI2,POCI4,Poa ciliaris L.,,Graminoid
ERCIB3,,Eragrostis ciliaris (L.) R. Br. var. brachystachya Boiss. [excluded],,Graminoid
ERCIL2,,Eragrostis ciliaris (L.) R. Br. var. laxa Kuntze [excluded],,Graminoid
ERCU5,,Eragrostis cumingii Steud.,Cuming's lovegrass,Graminoid
ERCU5,ERBR,Eragrostis brownei (Kunth ex Chapm.) Nees ex Steud.,,Graminoid
ERCU5,ERSI7,Eragrostis simplex Scribn.,,Graminoid
ERCU,,Eragrostis curtipedicellata Buckley,gummy lovegrass,Graminoid
ERCU2,,Eragrostis curvula (Schrad.) Nees,weeping lovegrass,Graminoid
ERCU2,ERCUC4,Eragrostis curvula (Schrad.) Nees var. curvula,,Graminoid
ERCU2,ERRO9,Eragrostis robusta Stent,,Graminoid
ERCU2,ERCH2,Eragrostis chloromelas Steud.,,Graminoid
ERCU2,ERCUC2,Eragrostis curvula (Schrad.) Nees var. conferta Stapf,,Graminoid
ERCY4,ERHO16,Eragrostis horizontalis Peter,,Graminoid
ERCY4,,Eragrostis cylindriflora Hochst.,cylinderflower lovegrass,Graminoid
ERDE,,Eragrostis deflexa Hitchc.,Pacific lovegrass,Graminoid
ERDI16,,Eragrostis dielsii Pilg.,,Graminoid
EREC,,Eragrostis echinochloidea Stapf,African lovegrass,Graminoid
EREL,,Eragrostis elliottii S. Watson,field lovegrass,Graminoid
EREL,PONI6,"Poa nitida Elliott, non Lam.",,Graminoid
EREL2,,Eragrostis elongata (Willd.) Jacq. f.,long lovegrass,Graminoid
ERER,,Eragrostis erosa Scribn.,Chihuahuan lovegrass,Graminoid
ERFE2,,Eragrostis ferruginea (Thunb.) P. Beauv.,,Graminoid
ERFO,,Eragrostis fosbergii Whitney,Fosberg's lovegrass,Graminoid
ERFR,ERFRB,Eragrostis frankii C.A. Mey. ex Steud. var. brevipes Fassett,,Graminoid
ERFR,,Eragrostis frankii C.A. Mey. ex Steud.,sandbar lovegrass,Graminoid
ERGA2,,Eragrostis gangetica (Roxb.) Steud.,slimflower lovegrass,Graminoid
ERGA2,ERST7,Eragrostis stenophylla auct. non Hochst. ex Miq.,,Graminoid
ERGL6,POGL13,Poa glutinosa Sw.,,Graminoid
ERGL6,,Eragrostis glutinosa (Sw.) Trin.,sticky lovegrass,Graminoid
ERGR,,Eragrostis grandis Hillebr.,large Hawai'i lovegrass,Graminoid
ERGR,ERGRP,Eragrostis grandis Hillebr. var. polyantha,,Graminoid
ERGR,ERGRO,Eragrostis grandis Hillebr. var. oligantha,,Graminoid
ERHE10,,Eragrostis heteromera Stapf,,Graminoid
ERHI,,Eragrostis hirsuta (Michx.) Nees,bigtop lovegrass,Graminoid
ERHI,ERHIL,Eragrostis hirsuta (Michx.) Nees var. laevivaginata Fernald,,Graminoid
ERHI,POHI9,Poa hirsuta Michx.,,Graminoid
ERHI10,,Eragrostis hispida Schumach.,,Graminoid
ERHY,,"Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.",teal lovegrass,Graminoid
ERHY,POHY7,Poa hypnoides Lam.,,Graminoid
ERIN,,Eragrostis intermedia Hitchc.,plains lovegrass,Graminoid
ERJA4,,Eragrostis japonica (Thunb.) Trin.,pond lovegrass,Graminoid
ERJA4,POGL11,Poa glomerata Walter,,Graminoid
ERJA4,ERGL,Eragrostis glomerata (Walter) L.H. Dewey,,Graminoid
ERLE,,Eragrostis lehmanniana Nees,Lehmann lovegrass,Graminoid
ERLE18,,Eragrostis leptocarpa Benth.,,Graminoid
ERLE3,,Eragrostis leptophylla Hitchc.,mountain lovegrass,Graminoid
ERLE4,,Eragrostis leptostachya (R. Br.) Steud.,Australian lovegrass,Graminoid
ERLE4,ERHO,Eragrostis hosakai O. Deg.,,Graminoid
ERLU,,Eragrostis lugens Nees,mourning lovegrass,Graminoid
ERLU2,,Eragrostis lutescens Scribn.,sixweeks lovegrass,Graminoid
ERMA,,Eragrostis mauiensis Hitchc.,Maui lovegrass,Graminoid
ERME17,SPME7,Sporobolus megalospermus (F. Muell. ex Benth.) P.M. Peterson,,Graminoid
ERME17,,Eragrostis megalosperma F. Muell. ex Benth.,,Graminoid
ERME,,Eragrostis mexicana (Hornem.) Link,Mexican lovegrass,Graminoid
ERMEM,ERNE,Eragrostis neomexicana Vasey ex L.H. Dewey,,Graminoid
ERMEM,,Eragrostis mexicana (Hornem.) Link ssp. mexicana,Mexican lovegrass,Graminoid
ERMEM,POME7,Poa mexicana Hornem.,,Graminoid
ERMEV,,Eragrostis mexicana (Hornem.) Link ssp. virescens (J. Presl) S.D. Koch & Sánchez Vega,Mexican lovegrass,Graminoid
ERMEV,EROR,Eragrostis orcuttiana Vasey,,Graminoid
ERMEV,ERVI17,Eragrostis virescens J. Presl,,Graminoid
ERMI5,,Eragrostis minor Host,little lovegrass,Graminoid
ERMI5,ERER9,"Eragrostis eragrostis (L.) P. Beauv., nom. inval.",,Graminoid
ERMI5,ERPO9,Eragrostis poaeoides P. Beauv. ex Roem. & Schult.,,Graminoid
ERMI5,ERSU80,Eragrostis suaveolens Becker ex Claus,,Graminoid
ERMO,,Eragrostis monticola (Gaudich.) Hillebr.,kalamalo,Graminoid
EROB5,,Eragrostis obtusa Munro ex Stapf [excluded],,Graminoid
ERPA,,Eragrostis palmeri S. Watson,Rio Grande lovegrass,Graminoid
ERPA26,,Eragrostis papposa (Roem. & Schult.) Steud.,,Graminoid
ERPA32,,Eragrostis parviflora (R. Br.) Trin.,smallflower lovegrass,Graminoid
ERPA2,ERWHC,Eragrostis whitneyi Fosberg var. caumii,,Graminoid
ERPA2,,Eragrostis paupera Jedw.,Oahu lovegrass,Graminoid
ERPA2,ERFA4,"Eragrostis falcata sensu Hitchc., non Gaudich. ex Steud.",,Graminoid
ERPA2,ERWH,Eragrostis whitneyi Fosberg,,Graminoid
ERPE,,Eragrostis pectinacea (Michx.) Nees ex Steud.,tufted lovegrass,Graminoid
ERPEM,ERTE3,Eragrostis tephrosanthos Schult.,,Graminoid
ERPEM,,Eragrostis pectinacea (Michx.) Nees ex Steud. var. miserrima (Fourn.) J. Reeder,desert lovegrass,Graminoid
ERPEM,ERAR,Eragrostis arida Hitchc.,,Graminoid
ERPEP2,ERCA25,Eragrostis caroliniana auct. non (Spreng.) Scribn.,,Graminoid
ERPEP2,POPE15,Poa pectinacea Michx.,,Graminoid
ERPEP2,,Eragrostis pectinacea (Michx.) Nees ex Steud. var. pectinacea,tufted lovegrass,Graminoid
ERPEP2,ERPU14,Eragrostis purshii hort. ex Schrad.,,Graminoid
ERPEP2,ERDI15,Eragrostis diffusa Buckley,,Graminoid
ERPET3,,Eragrostis pectinacea (Michx.) Nees ex Steud. var. tracyi (Hitchc.) P.M. Peterson,Sanibel Island lovegrass,Graminoid
ERPET3,ERTR,Eragrostis tracyi Hitchc.,,Graminoid
ERPI2,ERPE16,Eragrostis perplexa L.H. Harv.,,Graminoid
ERPI2,,Eragrostis pilosa (L.) P. Beauv.,Indian lovegrass,Graminoid
ERPI2,ERPIP,Eragrostis pilosa (L.) P. Beauv. var. perplexa (L.H. Harv.) S.D. Koch,,Graminoid
ERPI2,ERMU5,Eragrostis multicaulis Steud.,,Graminoid
ERPI2,ERPIP3,Eragrostis pilosa (L.) P. Beauv. var. pilosa,,Graminoid
ERPI2,POPI8,Poa pilosa L.,,Graminoid
ERPL,,Eragrostis plana Nees,South African lovegrass,Graminoid
ERPO15,ERFL9,Eragrostis floridana Hitchc.,,Graminoid
ERPO15,,Eragrostis polytricha Nees,hairysheath lovegrass,Graminoid
ERPO15,ERTR2,Eragrostis trichocolea auct. non Hack. & Arechav.,,Graminoid
ERPO15,ERTRF,Eragrostis trichocolea Hack. & Arechav. var. floridana (Hitchc.) Witherspoon,,Graminoid
ERPR7,,Eragrostis prolifera (Sw.) Steud.,Dominican lovegrass,Graminoid
ERPR7,ERDO2,Eragrostis domingensis (Pers.) Steud.,,Graminoid
ERPR7,POPR16,Poa prolifera Sw.,,Graminoid
ERRE,,Eragrostis refracta (Muhl.) Scribn.,coastal lovegrass,Graminoid
ERRE,ERCA32,Eragrostis campestris Trin.,,Graminoid
ERRE,ERAC5,Eragrostis acuta Hitchc.,,Graminoid
ERRE,POPER,Poa pectinacea Michx. var. refracta (Muhl.) Chapm.,,Graminoid
ERRE,POAM16,"Poa amabilis sensu Walter, non L.",,Graminoid
ERRE,PORE14,Poa refracta Muhl.,,Graminoid
ERRI3,,Eragrostis rigidior Pilg.,curlyleaf,Graminoid
ERSA20,,Eragrostis sarmentosa (Thunb.) Trin.,,Graminoid
ERSC,,Eragrostis scabriflora Swallen,,Graminoid
ERSC3,,Eragrostis scaligera Salzm. ex Steud.,tender lovegrass,Graminoid
ERSC3,ERVI16,Eragrostis virginica (Zucc. ex Roem.) Steud.,,Graminoid
ERSC3,POVI14,Poa virginica Zucc. ex Roem.,,Graminoid
ERSE,,Eragrostis secundiflora J. Presl,red lovegrass,Graminoid
ERSEO,,Eragrostis secundiflora J. Presl ssp. oxylepis (Torr.) S.D. Koch,red lovegrass,Graminoid
ERSEO,EROX,Eragrostis oxylepis (Torr.) Torr.,,Graminoid
ERSES3,ERBE12,Eragrostis beyrichii J.G. Sm.,,Graminoid
ERSES3,,Eragrostis secundiflora J. Presl ssp. secundiflora J. Presl [excluded],red lovegrass,Graminoid
ERSES3,EROXB2,Eragrostis oxylepis (Torr.) Torr. var. beyrichii (J.G. Sm.) Shinners,,Graminoid
ERSE2,,Eragrostis sessilispica Buckley,tumble lovegrass,Graminoid
ERSE2,ACSE5,Acamptoclados sessilispicus (Buckley) Nash,,Graminoid
ERSI,,Eragrostis silveana Swallen,Silveus' lovegrass,Graminoid
ERSP17,,Eragrostis speciosa (Roem. & Schult.) Steud.,,Graminoid
ERSP,,Eragrostis spectabilis (Pursh) Steud.,purple lovegrass,Graminoid
ERSP,ERSPS5,Eragrostis spectabilis (Pursh) Steud. var. sparsihirsuta Farw.,,Graminoid
ERSP,POSP8,Poa spectabilis Pursh,,Graminoid
ERSP2,,Eragrostis spicata Vasey,spike lovegrass,Graminoid
ERSU,,Eragrostis superba Peyr.,Wilman lovegrass,Graminoid
ERSW,,Eragrostis swallenii Hitchc.,Swallen's lovegrass,Graminoid
ERTE,,Eragrostis tef (Zuccagni) Trotter,teff,Graminoid
ERTE,ERAB4,Eragrostis abyssinica (Jacq.) Link,,Graminoid
ERTE,POTE10,Poa tef Zuccagni,,Graminoid
ERTE19,,Eragrostis tenuifolia (A. Rich.) Hochst. ex Steud.,elastic grass,Graminoid
ERTE19,POTE16,Poa tenuifolia A. Rich.,,Graminoid
ERTR25,,Eragrostis tremula Hochst. ex Steud.,,Graminoid
ERTR3,ERTRP,Eragrostis trichodes (Nutt.) Alph. Wood var. pilifera (Scheele) Fernald,,Graminoid
ERTR3,,Eragrostis trichodes (Nutt.) Alph. Wood,sand lovegrass,Graminoid
ERTR3,ERPI,Eragrostis pilifera Scheele,,Graminoid
ERTR3,POTR18,Poa trichodes Nutt.,,Graminoid
ERTR23,,Eragrostis trichophora Coss. & Durand,hairyflower lovegrass,Graminoid
ERTR23,ERAT7,Eragrostis atherstonii Stapf.,,Graminoid
ERUN,,Eragrostis unioloides (Retz.) Nees ex Steud.,Chinese lovegrass,Graminoid
ERUR,,Eragrostis urbaniana Hitchc.,Urban's lovegrass,Graminoid
ERVA,ERNI,Eragrostis niihauensis Whitney,,Graminoid
ERVA,,Eragrostis variabilis (Gaudich.) Steud.,kawelu,Graminoid
ERVI23,,Eragrostis viscosa (Retz.) Trin. [excluded],,Graminoid
ERCI10,,Eremochloa ciliaris (L.) Merr.,fringed centipede grass,Graminoid
ERCI10,NACI,Nardus ciliaris L.,,Graminoid
ERLE20,,Eremochloa leersioides (Munro) Hack.,sharp cupgrass,Graminoid
EROP,,Eremochloa ophiuroides (Munro) Hack.,centipede grass,Graminoid
EROP,ISOP2,Ischaemum ophiuroides Munro,,Graminoid
ERBO3,,Eremopyrum bonaepartis (Spreng.) Nevski,tapertip false wheatgrass,Graminoid
ERBO3,AGBO7,Agropyron bonaepartis (Spreng.) T. Durand & Schinz,,Graminoid
ERBO3,AGSQ,Agropyron squarrosum (Link) Roth,,Graminoid
EROR7,,Eremopyrum orientale (L.) Jaubert & Spach,Oriental false wheatgrass,Graminoid
EROR7,AGOR2,Agropyron orientale (L.) Roem. & Schult.,,Graminoid
EROR7,SEOR8,Secale orientale L.,,Graminoid
ERSQ2,,Eremopyrum squarrosum (Link) Jaubert & Spach [excluded],,Graminoid
ERTR13,,Eremopyrum triticeum (Gaertn.) Nevski,annual wheatgrass,Graminoid
ERTR13,AGPR2,Agropyron prostratum (L. f.) P. Beauv.,,Graminoid
ERTR13,AGTR5,Agropyron triticeum Gaertn.,,Graminoid
ERAR30,,Eriachne aristidea F. Muell.,,Graminoid
ERAR31,,Eriachne armittii F. Muell.,,Graminoid
ERPA27,,Eriachne pallescens R. Br.,,Graminoid
ERAC4,,Eriochloa acuminata (J. Presl) Kunth,tapertip cupgrass,Graminoid
ERACA,,Eriochloa acuminata (J. Presl) Kunth var. acuminata,tapertip cupgrass,Graminoid
ERACA,ERGR4,Eriochloa gracilis (Fourn.) Hitchc.,,Graminoid
ERACA,ERLEG,Eriochloa lemmonii Vasey & Scribn. var. gracilis (Fourn.) Gould,,Graminoid
ERACM,ERGRM,Eriochloa gracilis (Fourn.) Hitchc. var. minor (Vasey) Hitchc.,,Graminoid
ERACM,,Eriochloa acuminata (J. Presl) Kunth var. minor (Vasey) R.B. Shaw,tapertip cupgrass,Graminoid
ERACM,ERPUM,Eriochloa punctata (L.) Desv. ex Ham. var. minor Vasey,,Graminoid
ERAR5,,Eriochloa aristata Vasey,bearded cupgrass,Graminoid
ERAR5,ERARA3,Eriochloa aristata Vasey var. aristata,,Graminoid
ERAU8,,Eriochloa australiensis Stapf ex Thell.,,Graminoid
ERCO8,,Eriochloa contracta Hitchc.,prairie cupgrass,Graminoid
ERCR12,,Eriochloa crebra S.T. Blake,cup grass,Graminoid
ERFA3,ERPR2,Eriochloa procera auct. non (Retz.) C.E. Hubbard,,Graminoid
ERFA3,,Eriochloa fatmensis (Hochst. & Steud.) W.D. Clayton,tropical cupgrass,Graminoid
ERFA3,ERNU80,Eriochloa nubica (Steud.) Thell.,,Graminoid
ERFA3,PAFA7,Panicum fatmense Hochst. & Steud.,,Graminoid
ERLE7,,Eriochloa lemmonii Vasey & Scribn.,canyon cupgrass,Graminoid
ERME18,,Eriochloa meyeriana (Nees) Pilg.,,Graminoid
ERME18,PAME16,Panicum meyerianum Nees,,Graminoid
ERME18,ERBO7,Eriochloa borumensis Hack.,,Graminoid
ERMI3,,Eriochloa michauxii (Poir.) Hitchc.,longleaf cupgrass,Graminoid
ERMIM,,Eriochloa michauxii (Poir.) Hitchc. var. michauxii,longleaf cupgrass,Graminoid
ERMIM,PAMI8,Panicum michauxii Poir.,,Graminoid
ERMIS,,Eriochloa michauxii (Poir.) Hitchc. var. simpsonii Hitchc.,Simpson's cupgrass,Graminoid
ERPO3,,Eriochloa polystachya Kunth,Caribgrass,Graminoid
ERPO3,ERSU10,Eriochloa subglabra (Nash) Hitchc.,,Graminoid
ERPS80,ERRAP,Eriochloa ramosa (Retz.) Kuntze var. pseudoacrotricha Stapf ex Thell.,,Graminoid
ERPS80,,Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M. Black,perennial cupgrass,Graminoid
ERPU4,,Eriochloa punctata (L.) Desv. ex Ham.,Louisiana cupgrass,Graminoid
ERPU4,MIPU15,Milium punctatum L.,,Graminoid
ERSE5,,Eriochloa sericea (Scheele) Munro ex Vasey,Texas cupgrass,Graminoid
ERSE5,PASE12,Paspalum sericeum Scheele,,Graminoid
ERVI3,,Eriochloa villosa (Thunb.) Kunth,hairy cupgrass,Graminoid
ERVI3,PAVI10,Paspalum villosum Thunb.,,Graminoid
ERCA16,,Eriochrysis cayennensis P. Beauv.,moco de pavo,Graminoid
ERAV,ERAVG,Erioneuron avenaceum (Kunth) Tateoka var. grandiflorum (Vasey) Gould,,Graminoid
ERAV,,Erioneuron avenaceum (Kunth) Tateoka,shortleaf woollygrass,Graminoid
ERAV,TRGR9,Tridens grandiflorus (Vasey) Wooton & Standl.,,Graminoid
ERAV,ERGR10,Erioneuron grandiflorum (Vasey) Tateoka,,Graminoid
ERNE9,,Erioneuron nealleyi (Vasey) Tateoka,Nealley's woollygrass,Graminoid
ERNE9,ERAVN,Erioneuron avenaceum (Kunth) Tateoka var. nealleyi (Vasey) Gould,,Graminoid
ERNE9,TRNE5,Tridens nealleyi (Vasey) Wooton & Standl.,,Graminoid
ERPI5,,Erioneuron pilosum (Buckley) Nash,hairy woollygrass,Graminoid
ERPI5,TRPI6,Tridens pilosus (Buckley) Hitchc.,,Graminoid
ERPI5,URPI4,Uralepis pilosa Buckley,,Graminoid
ERME14,,Eriophorum ×medium Andersson,intermediate cottongrass,Graminoid
ERAL7,,Eriophorum altaicum Meinsh.,whitebristle cottongrass,Graminoid
ERALA4,,Eriophorum altaicum Meinsh. var. altaicum Meinsh. [excluded],whitebristle cottongrass,Graminoid
ERALN,,Eriophorum altaicum Meinsh. var. neogaeum Raymond,whitebristle cottongrass,Graminoid
ERAN6,,Eriophorum angustifolium Honck.,tall cottongrass,Graminoid
ERANA3,ERANC2,Eriophorum angustifolium Honck. var. coloratum Hultén,,Graminoid
ERANA3,ERANS,Eriophorum angustifolium Honck. ssp. scabriusculum Hultén,,Graminoid
ERANA3,ERANS2,Eriophorum angustifolium Honck. ssp. subarcticum (Vassiljev) Hultén ex Kartesz & Gandhi,,Graminoid
ERANA3,,Eriophorum angustifolium Honck. ssp. angustifolium,tall cottongrass,Graminoid
ERANA3,ERANG2,Eriophorum angustifolium Honck. var. giganteum Hultén,,Graminoid
ERANA3,ERANM,Eriophorum angustifolium Honck. var. majus F.W. Schultz,,Graminoid
ERANA3,ERPO6,"Eriophorum polystachion L., nom. utique rej.",,Graminoid
ERANA3,ERKO2,Eriophorum komarovii V.N. Vassil.,,Graminoid
ERANT,,Eriophorum angustifolium Honck. ssp. triste (Th. Fr.) Hultén,tall cottongrass,Graminoid
ERANT,ERTR22,Eriophorum triste (Th. Fr.) Hadac & Á. Löve,,Graminoid
ERBE4,,Eriophorum ×beringianum Raymond [angustifolium × chamissonis],cottongrass,Graminoid
ERBR6,,Eriophorum brachyantherum Trautv. & C.A. Mey.,northland cottonsedge,Graminoid
ERBRB6,EROP3,Eriophorum opacum (Björnstr.) Fernald,,Graminoid
ERBRB6,,Eriophorum brachyantherum Trautv. & C.A. Mey. var. brachyantherum,northland cottonsedge,Graminoid
ERCA13,,Eriophorum callitrix Cham. ex C.A. Mey.,arctic cottongrass,Graminoid
ERCAC2,,Eriophorum callitrix Cham. ex C.A. Mey. var. callitrix,arctic cottongrass,Graminoid
ERCAM,ERCAP5,Eriophorum callitrix Cham. ex C.A. Mey. var. pallidus Hultén,,Graminoid
ERCAM,,Eriophorum callitrix Cham. ex C.A. Mey. var. moravium Raymond,arctic cottongrass,Graminoid
ERCH7,,Eriophorum chamissonis C.A. Mey.,Chamisso's cottongrass,Graminoid
ERCH7,ERCHA3,Eriophorum chamissonis C.A. Mey. var. aquatile (Norman) Fernald,,Graminoid
ERCH7,ERRUR,"Eriophorum russeolum Fr. ex Hartm. ssp. rufescens (E.S. Anderson) Hyl., nom. inq.",,Graminoid
ERCH11,,Eriophorum ×churchillianum Lepage [angustifolium × vaginatum],cottongrass,Graminoid
ERGR8,,Eriophorum gracile W.D.J. Koch,slender cottongrass,Graminoid
ERGRC2,,Eriophorum gracile W.D.J. Koch var. caurianum Fernald,slender cottongrass,Graminoid
ERGRG2,,Eriophorum gracile W.D.J. Koch var. gracile,slender cottongrass,Graminoid
ERMEA,,Eriophorum ×medium Andersson ssp. album J. Cay. [russeolum ssp. leiocarpum × scheuchzeri],intermediate cottongrass,Graminoid
ERMEM3,,Eriophorum ×medium Andersson ssp. ×medium [scheuchzeri × russeolum ssp. leiocarpum],intermediate cottongrass,Graminoid
ERMEM3,ERGA5,Eriophorum ×gauthieri B. Boivin,,Graminoid
ERPO7,,Eriophorum ×porsildii Raymond [chamissonis × vaginatum],cottongrass,Graminoid
ERPY3,,Eriophorum ×pylaieanum Raymond [russeolum × vaginatum],cottongrass,Graminoid
ERRO4,ERSO,Eriophorum ×sorensenii Raymond,,Graminoid
