Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,Growth Habit
ERRO4,,Eriophorum ×rousseauanum Raymond [angustifolium × scheuchzeri],cottongrass,Graminoid
ERRU2,,Eriophorum russeolum Fr. ex Hartm.,red cottongrass,Graminoid
ERRUA,ERCHA5,Eriophorum chamissonis C.A. Mey. var. albidum (F. Nyl.) Fernald,,Graminoid
ERRUA,,Eriophorum russeolum Fr. ex Hartm. var. albidum F. Nyl.,red cottongrass,Graminoid
ERRUM,,Eriophorum russeolum Fr. ex Hartm. var. majus Sommier,red cottongrass,Graminoid
ERRUR2,,Eriophorum russeolum Fr. ex Hartm. var. russeolum,red cottongrass,Graminoid
ERSC2,,Eriophorum scheuchzeri Hoppe,white cottongrass,Graminoid
ERSC2,ERSCA,Eriophorum scheuchzeri Hoppe ssp. arcticum Novoselova,,Graminoid
ERSC2,ERSCS,Eriophorum scheuchzeri Hoppe ssp. scheuchzeri,,Graminoid
ERSC2,ERSCT,Eriophorum scheuchzeri Hoppe var. tenuifolium Ohwi,,Graminoid
ERTE12,,Eriophorum tenellum Nutt.,fewnerved cottongrass,Graminoid
ERTE12,ERTEM,Eriophorum tenellum Nutt. var. monticola Fernald,,Graminoid
ERVA4,,Eriophorum vaginatum L.,tussock cottongrass,Graminoid
ERVAS,ERSPE,Eriophorum spissum Fernald var. erubescens (Fernald) Fernald,,Graminoid
ERVAS,,Eriophorum vaginatum L. var. spissum (Fernald) B. Boivin,tussock cottongrass,Graminoid
ERVAS,ERSP8,Eriophorum spissum Fernald,,Graminoid
ERVAS,ERVAS2,Eriophorum vaginatum L. ssp. spissum (Fernald) Hultén,,Graminoid
ERVAV,,Eriophorum vaginatum L. var. vaginatum,tussock cottongrass,Graminoid
ERVI8,,Eriophorum virginicum L.,tawny cottongrass,Graminoid
ERVI9,,Eriophorum viridicarinatum (Engelm.) Fernald,thinleaf cottonsedge,Graminoid
EUCO11,ANCO28,Andropogon condylotrichus Hochst. ex Steud.,,Graminoid
EUCO11,,Euclasta condylotricha (Hochst. ex Steud.) Stapf,mock bluestem,Graminoid
EUAU3,EUFU2,Eulalia fulva (R. Br.) Kunth,,Graminoid
EUAU3,,Eulalia aurea (Bory) Kunth,,Graminoid
EUBI10,,Eulaliopsis binata (Retz.) C.E. Hubb.,sabaigrass,Graminoid
EUBI10,ISAN2,Ischaemum angustifolium (Trin.) Hack.,,Graminoid
EUDI8,,Eustachys distichophylla (Lag.) Nees,weeping fingergrass,Graminoid
EUDI8,CHDI,Chloris distichophylla Lag.,,Graminoid
EUFL3,,Eustachys floridana Chapm.,twospike fingergrass,Graminoid
EUFL3,CHFL7,Chloris floridana (Chapm.) Alph. Wood,,Graminoid
EUGL5,,Eustachys glauca Chapm.,saltmarsh fingergrass,Graminoid
EUGL5,CHGL11,Chloris glauca (Chapm.) Alph. Wood,,Graminoid
EUNE,,Eustachys neglecta (Nash) Nash,fourspike fingergrass,Graminoid
EUNE,CHNE10,Chloris neglecta Nash,,Graminoid
EUPA27,,Eustachys paspaloides (Vahl) Lanza & Mattei,Caribbean fingergrass,Graminoid
EUPAC,EUBA13,Eustachys bahiensis (Steud.) Herter,,Graminoid
EUPAC,,Eustachys paspaloides (Vahl) Lanza & Mattei ssp. caribaea (Spreng.) Nowack,Caribbean fingergrass,Graminoid
EUPAC,CHCA13,Chloris capensis auct. non (Houtt.) Thell.,,Graminoid
EUPAC,CHCA81,Chloris caribaea Spreng.,,Graminoid
EUPAC,EUCA11,Eustachys caribaea (Spreng.) Herter,,Graminoid
EUPE9,,Eustachys petraea (Sw.) Desv.,pinewoods fingergrass,Graminoid
EUPE9,CHPE8,Chloris petraea Sw.,,Graminoid
EURE5,,Eustachys retusa (Lag.) Kunth,Argentine fingergrass,Graminoid
EURE5,CHAR10,Chloris argentina (Hack.) Lillo & Parodi,,Graminoid
EUUL,,Eustachys uliginosa (Hack.) Herter,,Graminoid
EUUL,CHUL2,Chloris uliginosa Hack.,,Graminoid
FEAI,FEOVS,Festuca ovina L. var. supina (Schur) Hack.,,Graminoid
FEAI,,Festuca airoides Lam. [excluded],tufted fescue,Graminoid
FEAL4,,"Festuca aloha Catalán, Soreng, & P.M. Peterson",aloha fescue,Graminoid
FEAL,,Festuca altaica Trin.,Altai fescue,Graminoid
FEAL,FEALS,Festuca altaica Trin. ssp. scabrella (Torr. ex Hook.) Hultén,,Graminoid
FEAL,FEALS2,Festuca altaica Trin. var. scabrella (Torr. ex Hook.) Breitung,,Graminoid
FEAL,FESC,Festuca scabrella Torr. ex Hook.,,Graminoid
FEAL2,,Festuca altissima All.,,Graminoid
FEAM3,,Festuca amethystina L. [excluded],,Graminoid
FEAM5,,Festuca ammobia Pavlick,sand fescue,Graminoid
FEAM5,FERUA4,Festuca rubra L. ssp. arenicola Alexeev,,Graminoid
FEAM5,FERUM4,Festuca rubra L. var. megastachys auct. non (Gaudin) Hegi,,Graminoid
FEAM5,FERUM5,"Festuca rubra L. ssp. megastachys sensu Piper p.p., non Gaudin",,Graminoid
FEAM4,,Festuca ampla Hack.,,Graminoid
FEAR2,FEOVA4,Festuca ovina L. var. arizonica (Vasey) Hack. ex Veal,,Graminoid
FEAR2,,Festuca arizonica Vasey,Arizona fescue,Graminoid
FEAR4,FEGL,"Festuca glauca Lam., non Vill.",,Graminoid
FEAR4,,"Festuca arvernensis Auquier, Kerguélen & Markgr.-Dannenb.",field fescue,Graminoid
FEAR4,FEOVG,Festuca ovina L. var. glauca (Lam.) W.D.J. Koch,,Graminoid
FEAU,,"Festuca auriculata Drobow, nom. inq.",eared fescue,Graminoid
FEBA,,Festuca baffinensis Polunin,Baffin fescue,Graminoid
FEBE,FEOVB7,Festuca ovina L. ssp. beckeri Hack.,,Graminoid
FEBE,,Festuca beckeri (Hack.) Trautv.,,Graminoid
FEBEP,FEPO2,Festuca polesica Zapal.,,Graminoid
FEBEP,,Festuca beckeri (Hack.) Trautv. ssp. polesica (Zapal.) Tzvelev,,Graminoid
FEBR,,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Graminoid
FEBRB,,Festuca brachyphylla Schult. ex Schult. & Schult. f. ssp. brachyphylla,alpine fescue,Graminoid
FEBRB,FEOVB2,Festuca ovina L. var. brevifolia S. Watson p.p.,,Graminoid
FEBRB,3-Feb,"Festuca brevifolia R. Br., non Muhl.",,Graminoid
FEBRB,FEOVB3,Festuca ovina L. var. borealis Lange,,Graminoid
FEBRB,FEBRB3,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. brachyphylla,,Graminoid
FEBRB,FEBRG2,Festuca brevifolia R. Br. subvar. genuina,,Graminoid
FEBRB,FEOVA2,Festuca ovina L. var. alpina (Gaudin) W.D.J. Koch,,Graminoid
FEBRB,FEOVB4,Festuca ovina L. var. brachyphylla (Schult. ex Schult. & Schult. f.) Piper ex Hitchc.,,Graminoid
FEBRB,FEOVB6,Festuca ovina L. ssp. brevifolia (S. Watson) Hack. p.p.,,Graminoid
FEBRC,FEOVB5,Festuca ovina L. var. brevifolia auct. p.p.,,Graminoid
FEBRC,,Festuca brachyphylla Schult. ex Schult. & Schult. f. ssp. coloradensis Frederiksen,Colorado fescue,Graminoid
FEBRC,FEBRB2,Festuca brachyphylla Schult. ex Schult. & Schult. f. ssp. breviculmis Frederiksen,,Graminoid
FEBRC,FEBRC2,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. coloradensis (Frederiksen) Dorn,,Graminoid
7-Feb,,Festuca brevipila Tracey,hard fescue,Graminoid
7-Feb,FEDU,Festuca duriuscula auct. non L.,,Graminoid
7-Feb,FECI,Festuca cinerea auct. non Vill.,,Graminoid
7-Feb,FEOV2,Festuca ovina auct. non L.,,Graminoid
7-Feb,FETR3,"Festuca trachyphylla (Hack.) Krajina, nom. illeg.",,Graminoid
7-Feb,FEDUC,Festuca duriuscula L. var. cinerea auct. non (Vill.) Krajina,,Graminoid
7-Feb,FELO,Festuca longifolia auct. non Thuill.,,Graminoid
7-Feb,FEMI4,Festuca michiganica Alexeev,,Graminoid
7-Feb,FEOVD,Festuca ovina L. var. duriuscula auct. non (L.) W.D.J. Koch,,Graminoid
2-Feb,,Festuca brevissima Jurtzev,Alaska fescue,Graminoid
2-Feb,FEOVA,Festuca ovina L. ssp. alaskana Holmen,,Graminoid
2-Feb,FEOVA3,Festuca ovina L. var. alaskana (Holmen) S.L. Welsh,,Graminoid
FEBU,,Festuca burnatii St.-Yves,,Graminoid
FECA5,,Festuca caerulescens Desf.,,Graminoid
FECA,,Festuca californica Vasey,California fescue,Graminoid
FECA,FEHI,Festuca hitchcockianus Alexeev,,Graminoid
FECA6,,Festuca calligera (Piper) Rydb.,southwest fescue,Graminoid
FECA4,FEALM,Festuca altaica Trin. var. major (Vasey) Gleason,,Graminoid
FECA4,FESCM,Festuca scabrella Torr. ex Hook. var. major Vasey,,Graminoid
FECA4,,Festuca campestris Rydb.,rough fescue,Graminoid
FECR2,,Festuca cretacea T.N. Popova & Proskor.,,Graminoid
FEDA,,Festuca dasyclada Hack. ex Beal,oil shale fescue,Graminoid
FEDA,ARDA4,Argillochloa dasyclada (Hack. ex Beal) W.A. Weber,,Graminoid
FEDI2,,Festuca dimorpha Guss.,,Graminoid
FEDR2,,Festuca drymeja Mert. & W.D.J. Koch,,Graminoid
FEDR2,FEMO2,Festuca montana M. Bieb.,,Graminoid
FEDR2,FEDR3,"Festuca drymeia Mert. & W.D.J. Koch, orth. var.",,Graminoid
FEDU2,FESPD,Festuca spadicea L. ssp. durandoi (Clauson) Jahand. & Maire,,Graminoid
FEDU2,,Festuca durandoi Clauson,,Graminoid
FEEA3,,Festuca earlei Rydb.,Earle's fescue,Graminoid
FEEA3,FEBRU,Festuca brevifolia R. Br. var. utahensis St.-Yves,,Graminoid
FEED,,"Festuca edlundiae S. Aiken, Consaul & Lefkovitch",fescue,Graminoid
FEEL3,,Festuca elegans Boiss.,,Graminoid
FEEL2,FEELC,Festuca elmeri Scribn. & Merr. var. conferta (Hack. ex Beal) Hitchc.,,Graminoid
FEEL2,,Festuca elmeri Scribn. & Merr.,coast fescue,Graminoid
FEEL2,FEELL,Festuca elmeri Scribn. & Merr. ssp. luxurians Piper,,Graminoid
FEES,,Festuca eskia Ramond ex DC.,,Graminoid
FEEX,,Festuca extremiorientalis Ohwi,,Graminoid
FEFI,FEOVC,Festuca ovina L. var. capillata (Lam.) Alef.,,Graminoid
FEFI,FEOVT2,Festuca ovina L. ssp. tenuifolia (Sibth.) Peterm.,,Graminoid
FEFI,FEOVT,Festuca ovina L. var. tenuifolia (Sibth.) Sm.,,Graminoid
FEFI,,Festuca filiformis Pourr.,fineleaf sheep fescue,Graminoid
FEFI,FETE,Festuca tenuifolia Sibth.,,Graminoid
FEFI,FECA3,Festuca capillata Lam.,,Graminoid
FEGR2,,Festuca groenlandica (Schol.) Fred.,Greenland fescue,Graminoid
FEGR2,FEBRG,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. groenlandica Schol.,,Graminoid
FEHA3,FEALH3,Festuca altaica Trin. subvar. hallii,,Graminoid
FEHA3,,Festuca hallii (Vasey) Piper,plains rough fescue,Graminoid
FEHA3,FESCH,Festuca scabrella Torr. ex Hook. ssp. hallii (Vasey) W.A. Weber,,Graminoid
FEHA3,FEALH,Festuca altaica Trin. ssp. hallii (Vasey) V.L. Harms,,Graminoid
FEHA3,MEHA5,Melica hallii Vasey,,Graminoid
FEHA,,Festuca hawaiiensis Hitchc.,Hawai'i fescue,Graminoid
FEHE3,FEOVG2,Festuca ovina L. var. gallica (Hack.) St.-Yves ex Litard.,,Graminoid
FEHE3,,Festuca hervieri Patzke,,Graminoid
FEHE2,FEDIM,Festuca diffusa Dumort. var. multiflora (Hoffm.) Asch. & Graebn.,,Graminoid
FEHE2,FEFA,Festuca fallax Thuill.,,Graminoid
FEHE2,,Festuca heteromalla Pourr.,varioushair fescue,Graminoid
FEHE2,FERUM6,Festuca rubra L. ssp. megastachys Gaudin,,Graminoid
FEHE2,FEMU,Festuca multiflora Hoffm.,,Graminoid
FEHE2,FEDI,Festuca diffusa Dumort.,,Graminoid
FEHE2,FERUB2,Festuca rubra L. ssp. bartherei (Timb.-Lagr.) P. Fourn.,,Graminoid
FEHE2,FERUG,Festuca rubra L. var. grandiflora Hack.,,Graminoid
FEHE2,FERUM,Festuca rubra L. var. multiflora (Hoffm.) Asch. & Graebn.,,Graminoid
FEHE2,FERUM7,Festuca rubra L. var. megastachys (Gaudin) Hegi,,Graminoid
FEHE,,Festuca heterophylla Lam.,variousleaf fescue,Graminoid
FEHE,FERUH,Festuca rubra L. var. heterophylla (Lam.) Mutel,,Graminoid
FEHY,,Festuca hyperborea Holmen ex Frederiksen,boreal fescue,Graminoid
FEID,,Festuca idahoensis Elmer,Idaho fescue,Graminoid
FEIDI2,FEOVO,Festuca ovina L. var. oregona Hack. ex Beal,,Graminoid
FEIDI2,,Festuca idahoensis Elmer ssp. idahoensis,Idaho fescue,Graminoid
FEIDI2,FEIDO,Festuca idahoensis Elmer var. oregona (Hack. ex Beal) C.L. Hitchc.,,Graminoid
FEIDI2,FEOVC2,Festuca ovina L. var. columbiana Beal,,Graminoid
FEIDI2,FEIN,Festuca ingrata (Hack. ex Beal) Rydb.,,Graminoid
FEIDI2,FEOCI,Festuca occidentalis Hook. var. ingrata (Hack. ex Beal) B. Boivin,,Graminoid
FEIDI2,FEOCO2,Festuca occidentalis Hook. var. oregona (Hack.) B. Boivin,,Graminoid
FEIDI2,FEOVI,Festuca ovina L. var. ingrata Hack. ex Beal,,Graminoid
FEIDR2,FERO,Festuca roemeri (Pavlick) Alexeev,,Graminoid
FEIDR2,,Festuca idahoensis Elmer ssp. roemeri (Pavlick) S. Aiken,Roemer's fescue,Graminoid
FEIDR2,FEIDR,Festuca idahoensis Elmer var. roemeri Pavlick,,Graminoid
FEKA,,Festuca kashmiriana Stapf [excluded],dog fescue,Graminoid
FEKI3,,Festuca kitaibeliana Schult. [excluded],,Graminoid
FELE,,Festuca lenensis Drobow,tundra fescue,Graminoid
FELI,,Festuca ligulata Swallen,Guadalupe fescue,Graminoid
FEMA2,,Festuca mairei St.-Yves,,Graminoid
FEMI3,FEOVM,Festuca ovina L. var. minutiflora (Rydb.) J.T. Howell,,Graminoid
FEMI3,,Festuca minutiflora Rydb.,smallflower fescue,Graminoid
FEMI3,FEBRE,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. endotera (St.-Yves) Litard.,,Graminoid
FEMO,,"Festuca molokaiensis Soreng, P.M. Peterson, & Catalán",Moloka'i fescue,Graminoid
FENO,,Festuca novae-zelandiae (Hack.) Cockayne,,Graminoid
FENO,FEOVN2,Festuca ovina L. ssp. novae-zelandiae Hack.,,Graminoid
FEOC,,Festuca occidentalis Hook.,western fescue,Graminoid
FEOC,FEOVP,Festuca ovina L. var. polyphylla Vasey ex Beal,,Graminoid
FEOV,,Festuca ovina L.,sheep fescue,Graminoid
FEPA4,,Festuca pallens Host,,Graminoid
FEPA5,,Festuca pallescens (St.-Yves) Parodi,,Graminoid
FEPA2,,Festuca paradoxa Desv.,clustered fescue,Graminoid
FEPA2,FENU,Festuca nutans Biehler,,Graminoid
FEPA2,FESH,Festuca shortii Kunth ex Alph. Wood,,Graminoid
FEPA6,FECAP,Festuca californica Vasey var. parishii (Piper) Hitchc.,,Graminoid
FEPA6,,Festuca parishii (Piper) Hitchc.,Parish's California fescue,Graminoid
FEPI,,Festuca picturata Pils,,Graminoid
FEPI,FEVIP,Festuca violacea Schleich. ex Gaudin ssp. picta (Kit. ex Schult.) Brand,,Graminoid
FEPO3,,Festuca porcii Hack.,,Graminoid
FEPS2,,Festuca psammophila (Hack. ex Celak.) Fritsch,,Graminoid
FEPS3,,Festuca pseudodalmatica Krajina ex Domin,,Graminoid
FEPS4,,Festuca pseudovina Hack. ex Wiesb.,pseudovina,Graminoid
FEPS5,,Festuca pseudovivipara (Pavlick) Pavlick,fescue,Graminoid
FERI5,,Festuca rigescens (J. Presl) Kunth [excluded],,Graminoid
FERI4,FERUR4,Festuca rubra L. var. rivularis (Boiss.) Hack.,,Graminoid
FERI4,,Festuca rivularis Boiss.,,Graminoid
FERU2,,Festuca rubra L.,red fescue,Graminoid
FERUA6,FERIC,Festuca richardsonii Hook. ssp. cryophila (Krecz. & Bobr.) Á. Löve & D. Löve,,Graminoid
FERUA6,,Festuca rubra L. ssp. arctica (Hack.) Govor.,Richardson's fescue,Graminoid
FERUA6,FERUR3,Festuca rubra L. ssp. richardsonii (Hook.) Hultén,,Graminoid
FERUA6,FERI3,Festuca richardsonii Hook.,,Graminoid
FERUA6,FERUC2,Festuca rubra L. ssp. cryophila (Krecz. & Bobr.) Hultén,,Graminoid
FERUA6,FERUM2,Festuca rubra L. var. mutica Hartm.,,Graminoid
FERUA3,FERUA5,Festuca rubra L. var. arenaria (Osbeck) Fr.,,Graminoid
FERUA3,FEAR5,"Festuca arenaria Osbeck, non Lam.",,Graminoid
FERUA3,,Festuca rubra L. ssp. arenaria (Osbeck) F. Aresch.,red fescue,Graminoid
FERUA3,FERUL,Festuca rubra L. var. lanuginosa Mert. & W.D.J. Koch,,Graminoid
FERUA,,Festuca rubra L. ssp. aucta (Krecz. & Bobr.) Hultén,red fescue,Graminoid
FERUA,FEAU2,Festuca aucta Krecz. & Bobr.,,Graminoid
FERUF3,FERUC3,Festuca rubra L. ssp. commutata Gaudin,,Graminoid
FERUF3,,Festuca rubra L. ssp. fallax (Thuill.) Nyman,Chewing's fescue,Graminoid
FERUF3,FENI,Festuca nigrescens Lam.,,Graminoid
FERUF3,FERUC4,Festuca rubra L. var. commutata Gaudin,,Graminoid
FERUF3,FERUF2,"Festuca rubra L. ssp. falax (Thuill.) Nyman, database artifact",,Graminoid
FERUM8,FERUM9,Festuca rubra L. var. mediana Pavlick,,Graminoid
FERUM8,,Festuca rubra L. ssp. mediana (Pavlick) Pavlick,red fescue,Graminoid
FERUM8,FERUL4,Festuca rubra L. var. littoralis Vasey ex Beal,,Graminoid
FERUP5,,Festuca rubra L. ssp. pruinosa (Hack.) Piper,red fescue,Graminoid
FERUP5,FEDE5,Festuca densiuscula (Hack. ex Piper) Alexeev,,Graminoid
FERUP5,FERUD2,Festuca rubra L. ssp. densiuscula Hack. ex Piper,,Graminoid
FERUP5,FERUP4,Festuca rubra L. var. pruinosa Hack.,,Graminoid
FERUR2,,Festuca rubra L. ssp. rubra,red fescue,Graminoid
FERUR2,FEPRL,Festuca prolifera (Piper) Fernald var. lasiolepis Fernald,,Graminoid
FERUR2,FERUA2,Festuca rubra L. ssp. arctica auct. non (Hack.) Govor.,,Graminoid
FERUR2,FERUJ,Festuca rubra L. var. juncea (Hack.) K. Richt.,,Graminoid
FERUR2,FEPR2,Festuca prolifera (Piper) Fernald,,Graminoid
FERUR2,FERUP,Festuca rubra L. var. prolifera (Piper) Piper,,Graminoid
FERUR2,FERUJ2,Festuca rubra L. ssp. juncea (Hack.) Soó,,Graminoid
FERUR2,FERUV2,Festuca rubra L. ssp. vulgaris (Gaudin) Hayek,,Graminoid
FERUP3,,Festuca rubra L. ssp. rubra var. planifolia Hack.,,Graminoid
FERUS,,Festuca rubra L. ssp. secunda (J. Presl) Pavlick,red fescue,Graminoid
FERUS,BRSE4,Bromus secundus J. Presl,,Graminoid
FERUV,,Festuca rubra L. ssp. vallicola (Rydb.) Pavlick,red fescue,Graminoid
FERUV,FEVA,Festuca vallicola Rydb.,,Graminoid
FERU3,,Festuca rupicaprina (Hack.) A. Kern.,,Graminoid
FERU4,FESU6,Festuca sulcata (Hack.) Beck,,Graminoid
FERU4,,Festuca rupicola Heuff.,,Graminoid
FESA,,Festuca saximontana Rydb.,Rocky Mountain fescue,Graminoid
FESAP,,Festuca saximontana Rydb. var. purpusiana (St.-Yves) Frederiksen & Pavlick,Rocky Mountain fescue,Graminoid
FESAP,FEOVP2,Festuca ovina L. var. purpusiana St.-Yves,,Graminoid
FESAS,FEOVR,Festuca ovina L. var. rydbergii St.-Yves,,Graminoid
FESAS,,Festuca saximontana Rydb. var. saximontana,Rocky Mountain fescue,Graminoid
FESAS,FEBRR,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. rydbergii (St.-Yves) Cronquist,,Graminoid
FESAS,FESAR2,Festuca saximontana Rydb. var. robertsiana Pavlick,,Graminoid
FESAS,FEOVS2,Festuca ovina L. var. saximontana (Rydb.) Gleason,,Graminoid
FESC4,,Festuca scabra Vahl,munnik fescue,Graminoid
FESC5,,Festuca scabriuscula Phil.,,Graminoid
FESC6,,Festuca sclerophylla Boiss. ex Bisch.,,Graminoid
FESO,,Festuca sororia Piper,ravine fescue,Graminoid
FESP,,Festuca spectabilis Jan,,Graminoid
FEST,,Festuca stricta Host,,Graminoid
FESU,,Festuca subulata Trin.,bearded fescue,Graminoid
FESU2,,Festuca subuliflora Scribn.,crinkleawn fescue,Graminoid
FESU3,,Festuca subverticillata (Pers.) Alexeev,nodding fescue,Graminoid
FESU3,FEOB,Festuca obtusa Biehler,,Graminoid
FETA,,Festuca tatrae (Czako) Degen,,Graminoid
FETH,,Festuca thurberi Vasey,Thurber's fescue,Graminoid
FEVA2,FEMA3,Festuca mariettana Alexeev,,Graminoid
FEVA2,,Festuca valesiaca Schleich. ex Gaudin,Volga fescue,Graminoid
FEVAS,,Festuca valesiaca Schleich. ex Gaudin ssp. saxatilis (Schur) E.B. Alexeev,,Graminoid
FEVAS,FESA2 ,Festuca saxatilis Schur,,Graminoid
FEVAV,,Festuca valesiaca Schleich. ex Gaudin ssp. valesiaca,Volga fescue,Graminoid
FEVAV,FESUV,Festuca sulcata (Hack.) Beck var. valesiaca (Schleich. ex Gaudin) Domin,,Graminoid
FEVE,,Festuca versuta Beal,Texas fescue,Graminoid
FEVI7,,Festuca ×villosa-vivipara (Rosenv.) E.B. Alexeev [frederikseniae × rubra],fescue,Graminoid
FEVI6,,Festuca violacea Schleich. ex Gaudin,,Graminoid
FEVI,,Festuca viridula Vasey,greenleaf fescue,Graminoid
FEVI,FEHO,Festuca howellii Hack. ex Beal,,Graminoid
FEVI4,,Festuca viviparoidea Krajina ex Pavlick,northern fescue,Graminoid
FEVIK2,,Festuca viviparoidea Krajina ex Pavlick ssp. krajinae Frederiksen,northern fescue,Graminoid
FEVIV5,FEVIG,Festuca vivipara (L.) Sm. ssp. glabra Frederiksen,,Graminoid
FEVIV5,FESU4,Festuca supina auct. non Schur,,Graminoid
FEVIV5,,Festuca viviparoidea Krajina ex Pavlick ssp. viviparoidea,northern fescue,Graminoid
FEVIV5,FEVIV4,Festuca vivipara (L.) Sm. ssp. vivipara,,Graminoid
FEVIV5,FEOVV2,Festuca ovina L. var. vivipara,,Graminoid
FEVIV5,FEVI5,Festuca vivipara auct. non (L.) Sm.,,Graminoid
FEWA,,Festuca washingtonica Alexeev,Washington fescue,Graminoid
FEXA2,,Festuca xanthina Roem. & Schult.,,Graminoid
FEFR2,,×Festulolium fredericii Cugnac & A. Camus,Frederick's festulolium,Graminoid
FIAE,SCAE,Scirpus aestivalis Retz.,,Graminoid
FIAE,,Fimbristylis aestivalis (Retz.) Vahl,summer fimbry,Graminoid
FIAN,SCAN8,Scirpus annuus All.,,Graminoid
FIAN,,Fimbristylis annua (All.) Roem. & Schult.,annual fimbry,Graminoid
FIAN,FIBA,Fimbristylis baldwiniana (Schult.) Torr.,,Graminoid
FIAN,FILA3,Fimbristylis laxa Vahl,,Graminoid
FIAN,FIAL,Fimbristylis alamosana Fernald,,Graminoid
FIAU2,,Fimbristylis autumnalis (L.) Roem. & Schult.,slender fimbry,Graminoid
FIAU2,FIGE3,Fimbristylis geminata (Nees) Kunth,,Graminoid
FIAU2,FIAUM,Fimbristylis autumnalis (L.) Roem. & Schult. var. mucronulata (Michx.) Fernald,,Graminoid
FIAU2,SCAU4,Scirpus autumnalis L.,,Graminoid
FIBO,,Fimbristylis boninensis Hayata,,Graminoid
FIBR2,,Fimbristylis brevivaginata Kral,glade fimbry,Graminoid
FICA3,,Fimbristylis caroliniana (Lam.) Fernald,Carolina fimbry,Graminoid
FICA3,SCCA9,Scirpus carolinianus Lam.,,Graminoid
FICA3,FIHA3,Fimbristylis harperi Britton,,Graminoid
FICA4,,Fimbristylis castanea (Michx.) Vahl,marsh fimbry,Graminoid
FICA4,SCCA12,Scirpus castaneus Michx.,,Graminoid
FICO,,Fimbristylis complanata (Retz.) Link,Puerto Rico fimbry,Graminoid
FICO,SCCO13,Scirpus complanatus Retz.,,Graminoid
FICY,FISP2,Fimbristylis spathacea Roth,,Graminoid
FICY,,Fimbristylis cymosa R. Br.,hurricanegrass,Graminoid
FICY,FIAT,Fimbristylis atollensis H. St. John,,Graminoid
FICY,FICYS,Fimbristylis cymosa R. Br. ssp. spathacea (Roth) T. Koyama,,Graminoid
FICYC,,Fimbristylis cymosa R. Br. ssp. cymosa,tropical fimbry,Graminoid
FICYU,,Fimbristylis cymosa R. Br. ssp. umbellatacapitata (Hillebr.) T. Koyama,tropical fimbry,Graminoid
FICYU,FIPY,Fimbristylis pycnocephala Hillebr.,,Graminoid
FIDE3,,Fimbristylis decipiens Kral,southern fimbry,Graminoid
FIDI,FIDI2,Fimbristylis diphylla (Retz.) Vahl,,Graminoid
FIDI,,Fimbristylis dichotoma (L.) Vahl,forked fimbry,Graminoid
FIDI,SCDI6,Scirpus dichotomus L.,,Graminoid
FIFE,,Fimbristylis ferruginea (L.) Vahl,West Indian fimbry,Graminoid
FIFE,SCFE3,Scirpus ferrugineus L.,,Graminoid
FIGL,,Fimbristylis globulosa (Retz.) Kunth,globe fimbry,Graminoid
FIGL,FIUM,Fimbristylis umbellaris (L.) Vahl,,Graminoid
FIHA6,,Fimbristylis harrisii (Britton) J.E. Adams [excluded],,Graminoid
FIHA,,Fimbristylis hawaiiensis Hillebr.,Hawai'i fimbry,Graminoid
FIIN,,Fimbristylis inaguensis Britton,Bahama fimbry,Graminoid
FILI3,,Fimbristylis littoralis Gaudich.,fimbry,Graminoid
FILI3,FIMI8,Fimbristylis miliacea auct. non (L.) Vahl,,Graminoid
FIMIT,FITA2,Fimbristylis tainanensis Ohwi,,Graminoid
FIMIT,FIAUT,Fimbristylis autumnalis (L.) Roem. & Schult. var. tainanensis (Ohwi) T. Koyama,,Graminoid
FIMIT,,Fimbristylis microcarya F. Muell. var. tainanensis (Ohwi) H.Y. Liu,smallnut fimbry,Graminoid
FINU2,,Fimbristylis nutans (Retz.) Vahl,nodding fimbry,Graminoid
FIPA8,,Fimbristylis palauensis Ohwi,Palau fimbry,Graminoid
FIPA6,,Fimbristylis pauciflora R. Br.,fimbry,Graminoid
FIPE,,Fimbristylis perpusilla Harper ex Small & Britton,Harper's fimbry,Graminoid
FIPU,,Fimbristylis puberula (Michx.) Vahl,hairy fimbry,Graminoid
FIPUI,FIIN2,Fimbristylis interior Britton,,Graminoid
FIPUI,,Fimbristylis puberula (Michx.) Vahl var. interior (Britton) Kral,hairy fimbry,Graminoid
FIPUP,,Fimbristylis puberula (Michx.) Vahl var. puberula,hairy fimbry,Graminoid
FIPUP,FIAN2,Fimbristylis anomala Boeckeler,,Graminoid
FIPUP,FICAP,Fimbristylis castanea (Michx.) Vahl var. puberula (Michx.) Britton,,Graminoid
FIPUP,FIDR,Fimbristylis drummondii (Torr. & Hook. ex Torr.) Boeckeler,,Graminoid
FIPUP,FIPUD,Fimbristylis puberula (Michx.) Vahl var. drummondii (Torr. & Hook. ex Torr.) Ward,,Graminoid
FIPUP,SCPU9,Scirpus puberulus Michx.,,Graminoid
FIQU,FIMI,"Fimbristylis miliacea (L.) Vahl, nom. utique rej.",,Graminoid
FIQU,,Fimbristylis quinquangularis (Vahl) Kunth,fiveangle fimbry,Graminoid
